name,binaryflag,mass,radius,period,semimajoraxis,eccentricity,periastron,longitude,ascendingnode,inclination,temperature,age,discoverymethod,discoveryyear,lastupdate,system_rightascension,system_declination,system_distance,hoststar_mass,hoststar_radius,hoststar_metallicity,hoststar_temperature,hoststar_age,list
KMT-2021-BLG-1554L b,0,0.12,0.616,,0.72,,,,,,,,microlensing,2022.0,23/01/12,17 51 13,-31 51 52,7680.0,0.08,,,,,Confirmed planets
HR 8799 b,0,5.0,0.7,166510.0,67.96,0.0,,,60.89,30.27,1100.0,,imaging,2008.0,15/11/26,23 07 28.71507,+21 08 03.3053,39.4,1.516,1.44,-0.47,7193.0,0.033,Confirmed planets
HR 8799 c,0,7.0,1.0,83255.0,42.81,0.0,,,65.68,29.43,1200.0,,imaging,2008.0,15/11/26,23 07 28.71507,+21 08 03.3053,39.4,1.516,1.44,-0.47,7193.0,0.033,Confirmed planets
HR 8799 d,0,7.0,1.1,41628.0,26.97,0.0,,,56.09,38.63,1200.0,,imaging,2008.0,15/11/26,23 07 28.71507,+21 08 03.3053,39.4,1.516,1.44,-0.47,7193.0,0.033,Confirmed planets
HR 8799 e,0,7.0,1.0,20816.0,16.99,0.0,,,145.73,30.95,1200.0,,imaging,2010.0,15/11/26,23 07 28.71507,+21 08 03.3053,39.4,1.516,1.44,-0.47,7193.0,0.033,Confirmed planets
Kepler-627 b,0,,0.333,40.6994443,,,,,,,,,transit,2016.0,16/05/10,19 28 25.0236,+39 46 04.4097,1012.86,1.3,1.49,0.05,6424.0,,Confirmed planets
Kepler-1027 b,0,,0.079,1.9078052,,,,,,,,,transit,2016.0,16/05/10,19 10 17.0804,+42 48 50.0917,409.819,0.91,0.82,-0.06,5436.0,,Confirmed planets
TOI-1260 b,0,0.02709,0.20832,3.12748,0.0366,0.0,,,,88.8,860.0,,transit,2021.0,21/04/13,10 28 35.00,+65 51 15.00,73.41,0.66,0.65,,4227.0,,Confirmed planets
TOI-1260 c,0,0.03725,0.2516,7.49325,0.0656,0.0,,,,88.12,643.0,,transit,2021.0,21/04/13,10 28 35.00,+65 51 15.00,73.41,0.66,0.65,,4227.0,,Confirmed planets
Kepler-1204 b,0,,0.272,85.7350285,,,,,,,,,transit,2016.0,16/05/10,19 17 45.9604,+42 29 53.3256,1215.95,1.03,1.03,0.06,5825.0,,Confirmed planets
OGLE-2014-BLG-0676L b,0,3.09,,,4.4,,,,,,,,microlensing,2016.0,18/09/20,17 52 24.50,-30 32 54.20,2220.0,0.62,,,,,Confirmed planets
HD 189567 b,0,0.0316,,14.275,0.1099,0.23,,,,,769.4,,RV,2011.0,11/09/12,20 05 32.7652,-67 19 15.2288,17.7,,,,5940.0,,Confirmed planets
Wolf 1069 b,0,0.00396,,15.564,0.0672,,,,,,250.0,,RV,2023.0,23/01/06,20 26 06.00,+58 34 31.00,9.5747,0.167,0.1813,0.07,3158.0,,Confirmed planets
HD 136925 b,0,0.84,,4540.0,5.13,0.103,24.0,,,,,,RV,2021.0,21/05/27,15 22 52.0681,+13 21 59.1427,47.9382,,,,,,Confirmed planets
2MASS J0219-3925 B,0,13.9,1.44,,,,,,,,1683.0,,imaging,2015.0,15/07/24,02 19 22.10,-39 25 22.5,39.4,0.108,0.281,,3064.0,,Confirmed planets
GJ 1148 c,0,0.21414,0.866,532.58,0.912,0.342,210.4,,,,,,RV,2017.0,21/07/01,11 41 44.6360,+42 45 07.1048,11.0143,0.34,0.36,0.16,3287.0,,Confirmed planets
GJ 1148 b,0,0.30425,1.07,41.38,0.166,0.38,258.1,,,,,,RV,2010.0,21/07/01,11 41 44.6360,+42 45 07.1048,11.0143,0.34,0.36,0.16,3287.0,,Confirmed planets
Kepler-1466 b,0,,0.138,31.1750448,,,,,,,,,transit,2016.0,16/05/10,19 19 19.4872,+44 36 35.4839,643.666,1.01,1.02,-0.07,5884.0,,Confirmed planets
K2-334 b,0,0.0854,0.504,5.113981,,,,,,,1380.0,,transit,2018.0,21/10/03,09 05 57,+16 19 32,371.823,1.36,1.49,0.17,6502.0,,Confirmed planets
DS Tuc A b,0,,0.509,8.138268,,0.0,,,,89.5,850.0,,transit,2019.0,19/07/11,23 39 39,-69 11 45,44.12,1.01,0.96,0.0,5428.0,,Confirmed planets
Kepler-1986 b,0,0.0133,0.263,19.5489666,0.1307,0.0,,,,89.05,579.0,,transit,2023.0,23/10/15,19 31 50,+42 51 18,912.085,0.78,0.73,-0.54,5549.0,,Confirmed planets
Kepler-1339 b,0,,0.063,1.34155513,,,,,,,,,transit,2016.0,16/05/10,18 54 59.0072,+48 22 24.3218,374.827,0.94,0.93,0.01,5586.0,,Confirmed planets
Kepler-197 c,0,,0.11209,10.349695,0.089,0.08,,,,89.3,,,transit,2014.0,15/07/22,19 40 54.3400,+50 33 32.4215,313.87,0.864,1.12,,6004.0,,Confirmed planets
Kepler-197 d,0,,0.11118,15.677563,0.117,0.03,,,,88.3,,,transit,2014.0,15/07/22,19 40 54.3400,+50 33 32.4215,313.87,0.864,1.12,,6004.0,,Confirmed planets
Kepler-197 b,0,,0.09295,5.599308,0.059,0.02,,,,88.9,,,transit,2014.0,15/07/22,19 40 54.3400,+50 33 32.4215,313.87,0.864,1.12,,6004.0,,Confirmed planets
Kepler-197 e,0,,0.08293,25.209715,0.16,0.38,,,,89.7,,,transit,2014.0,15/07/22,19 40 54.3400,+50 33 32.4215,313.87,0.864,1.12,,6004.0,,Confirmed planets
Kepler-863 b,0,,0.259,15.59461874,,,,,,,,,transit,2016.0,16/05/10,19 50 39.4752,+43 14 56.3658,1562.99,0.96,0.95,-0.03,5678.0,,Confirmed planets
Kepler-1639 b,0,,0.23,9.878482,,,,,,,,,transit,2016.0,16/05/10,18 52 16.4768,+48 48 07.5149,1062.81,1.12,1.18,-0.03,6150.0,,Confirmed planets
KELT-17 b,0,1.31,1.525,3.0801716,0.04881,,,,,,2087.0,,transit,2016.0,16/07/19,08 22 28.2047,+13 44 07.1445,210.0,1.635,1.645,-0.018,7454.0,,Confirmed planets
WASP-102 b,0,0.624,1.259,2.709813,0.0401,,,,,89.73,,,transit,2016.0,16/08/16,22 25 51.4470,+15 51 24.2708,543.685,1.167,1.331,0.09,5940.0,0.6,Confirmed planets
2MASS J22362452+4751425 b,0,12.5,,,230.0,,,,,,,,imaging,2016.0,16/11/10,22 36 24.5254,+47 51 42.5312,74.0,0.6,,,4045.0,,Confirmed planets
Kepler-1950 b,0,0.00927,0.136,10.77690029,0.0871,0.0,,,,89.87,752.0,,transit,2021.0,22/09/15,19 08 21,+42 40 07,697.253,0.76,0.85,-0.34,5455.0,,Confirmed planets
NGTS-4 b,0,0.0647988248135461,0.283702746,1.3373508,0.019,0.0,,,,82.5,1650.0,,transit,2018.0,18/09/03,05 58 23.7549,-30 48 42.3629,282.6,0.75,0.84,-0.28,5143.0,,Confirmed planets
Kepler-12 b,0,0.43,1.75,4.4379637,0.0556,0.01,,,,88.76,1354.2,,transit,2011.0,15/12/03,19 04 58.4220,+50 02 25.2714,600.0,1.09,1.42,0.08,5953.0,,Confirmed planets
TOI-1518 b,0,,1.875,1.902603,0.039,,,,,77.84,2892.0,,transit,2021.0,21/08/27,23 29 04.00,+67 02 06.00,,1.79,1.95,-0.1,7300.0,,Confirmed planets
HD 13931 b,0,1.92,,4460.0,5.34,0.033,18.0,,,,,,RV,2010.0,17/12/10,02 16 47.3790,+43 46 22.7896,46.75,1.022,1.23,0.03,5829.0,8.4,Confirmed planets
Kepler-906 b,0,,0.188,41.6979976,,,,,,,,,transit,2016.0,16/05/10,19 25 37.3398,+40 07 31.7844,774.653,1.06,1.02,-0.09,6035.0,,Confirmed planets
OGLE-2007-BLG-368L b,0,0.0629,,,,,,,,,,,microlensing,2009.0,18/09/20,17 56 25.96,-32 14 14.7,5900.0,0.64,,,,,Confirmed planets
HATS-21 b,0,0.332,1.123,3.5543973,0.04676,0.0,,,,85.04,,,transit,2016.0,16/07/28,18 40 44.2540,-58 32 27,286.0,1.08,1.021,0.3,5695.0,2.3,Confirmed planets
Kepler-1773 b,0,0.038,0.313,40.80970001,0.2489,0.0,,,,88.57,623.0,,transit,2021.0,22/02/01,19 04 54,+38 15 29,681.255,1.24,1.3,0.26,6183.0,,Confirmed planets
GJ 433 b,0,0.01901,,7.3705,0.062,0.04,154.0,,,,,,RV,2011.0,20/02/13,11 35 26.9474,-32 32 23.8830,9.07,0.48,,,,,Confirmed planets
GJ 433 c,0,0.10201,,5094.105,4.819,0.12,242.0,,,,,,RV,2014.0,20/02/13,11 35 26.9474,-32 32 23.8830,9.07,0.48,,,,,Confirmed planets
GJ 433 d,0,0.01643,,36.059,0.178,0.07,159.0,,,,,,RV,2020.0,20/02/13,11 35 26.9474,-32 32 23.8830,9.07,0.48,,,,,Confirmed planets
HATS-16 b,0,3.27,1.3,2.686502,0.03744,,,,,83.53,,,transit,2015.0,15/11/26,23 54 14.0982,-30 00 46.9064,774.0,0.97,1.238,0.1,5738.0,9.5,Confirmed planets
TOI-1468 c,0,0.02089,0.184,15.532482,,,,,,89.335,337.5,,transit,2022.0,23/01/12,01 06 37,+19 13 30,24.7399,0.34,0.34,-0.04,3496.0,,Confirmed planets
TOI-1468 b,0,0.0101,0.114,1.8805136,,,,,,88.47,682.2,,transit,2022.0,23/01/12,01 06 37,+19 13 30,24.7399,0.34,0.34,-0.04,3496.0,,Confirmed planets
KOI-4427.01,0,,0.208,147.6606,0.419,,,,,89.97,,,transit,2015.0,18/02/17,19 40 28.1364,+39 16 26.7578,240.0,0.526,0.505,-0.07,3813.0,3.6,Controversial
WASP-88 b,0,0.56,1.7,4.954,0.06431,,,,,88.0,1772.0,,transit,2013.0,13/12/09,20 38 02.6869,-48 27 43.4254,531.604,1.45,2.08,-0.08,6431.0,,Confirmed planets
GJ 3138 b,0,0.0132,,5.974,0.057,0.11,,,,,,,RV,2017.0,17/03/21,02 09 10.9012,-16 20 22.5287,28.49,0.681,0.5,-0.3,3717.0,,Confirmed planets
GJ 3138 c,0,0.0056,,1.22003,0.0197,0.19,,,,,,,RV,2017.0,17/03/21,02 09 10.9012,-16 20 22.5287,28.49,0.681,0.5,-0.3,3717.0,,Confirmed planets
GJ 3138 d,0,0.033,,257.8,0.698,0.32,,,,,,,RV,2017.0,17/03/21,02 09 10.9012,-16 20 22.5287,28.49,0.681,0.5,-0.3,3717.0,,Confirmed planets
K2-237 b,0,1.236,1.642,2.1805577,0.0353,0.0,,,,84.6,1838.0,,transit,2018.0,19/05/23,16 55 04.5335,-28 42 38.0147,309.5,1.23,1.38,0.0,6099.0,,Confirmed planets
Kepler-881 b,0,,0.159,4.44448017,,,,,,,,,transit,2016.0,16/05/10,19 15 58.2188,+46 40 14.6357,1431.64,1.06,1.09,0.0,5961.0,,Confirmed planets
Kepler-1844 b,0,0.0298,0.271,3.92451,0.0478,0.0,,,,89.22,1074.0,,transit,2021.0,22/02/01,19 30 46,+37 56 04,1804.36,0.94,0.85,-0.18,5776.0,,Confirmed planets
HD 27969 b,0,4.8,,654.5,1.552,0.182,106.6,,,,261.0,,RV,2021.0,21/07/14,04 26 49.4514,+42 54 34.1462,68.06,1.16,1.27,0.18,5966.0,,Confirmed planets
EPIC 249893012 b,0,0.02753,0.174,3.5951,0.047,0.06,225.0,,,86.14,1616.0,,transit,2020.0,20/02/13,15 12 59.5618,-16 43 28.1990,324.22,1.05,1.71,0.2,5430.0,,Confirmed planets
EPIC 249893012 c,0,0.04616,0.327,15.624,0.13,0.07,217.0,,,87.94,990.0,,transit,2020.0,20/02/13,15 12 59.5618,-16 43 28.1990,324.22,1.05,1.71,0.2,5430.0,,Confirmed planets
EPIC 249893012 d,0,0.03203,0.352,35.747,0.22,0.15,181.0,,,89.47,752.0,,transit,2020.0,20/02/13,15 12 59.5618,-16 43 28.1990,324.22,1.05,1.71,0.2,5430.0,,Confirmed planets
TOI-2498 b,0,0.10893,0.541,3.738252,0.0491,0.089,89.99,,,87.12,1443.0,,transit,2023.0,23/10/15,06 21 40,+11 15 06,275.265,1.12,1.26,0.167,5905.0,,Confirmed planets
Kepler-1714 b,0,0.0337,0.291,10.27530003,0.1047,0.0,,,,88.49,1211.0,,transit,2021.0,22/02/01,19 34 52,+46 13 36,409.46,1.45,2.09,0.22,6150.0,,Confirmed planets
Kepler-1471 b,0,,0.126,3.63899398,,,,,,,,,transit,2016.0,16/05/10,19 18 39.5801,+50 01 12.1561,1006.64,0.95,0.93,-0.03,5660.0,,Confirmed planets
HAT-P-37 b,0,1.169,1.178,2.797436,0.0378,0.058,,,,86.9,1166.3,,transit,2012.0,12/01/04,18 57 11.0562,+51 16 08.8495,411.0,0.929,0.877,0.03,5500.0,,Confirmed planets
Kepler-1116 b,0,,0.227,41.6977827,,,,,,,,,transit,2016.0,16/05/10,19 27 44.0726,+44 06 55.9042,1038.21,0.95,0.93,0.01,5641.0,,Confirmed planets
HIP 63242 b,0,9.18,,124.6,0.565,0.23,118.2,,,,,,RV,2013.0,13/06/18,12 57 31.9599,-65 38 47.2594,135.0,1.54,,-0.31,4839.0,,Confirmed planets
Kepler-1652 b,0,,0.143,38.09722,0.1654,,,,,89.993,268.0,,transit,2017.0,17/11/16,19 37 27.8329,+49 54 54.2170,252.0,0.4,0.38,-0.3,3638.0,,Confirmed planets
OGLE-2018-BLG-1185 b,0,0.0264,,,1.537,,,,,,,,microlensing,2021.0,21/04/07,17 59 10.00,-27 50 06.00,7400.0,0.37,,,,,Confirmed planets
K2-202 b,0,,0.2052,3.40516,,,,,,87.7,,,transit,2018.0,18/07/24,18 53 03.4244,-22 24 25.3382,771.7,0.971,0.911,0.27,,,Confirmed planets
CoRoT-25 b,0,0.27,1.08,4.86069,0.0578,0.0,,,,84.5,,,transit,2013.0,13/05/24,18 42 31.1200,+06 30 49.7463,1000.0,1.09,1.19,-0.01,6040.0,,Confirmed planets
HD 149806 b,0,12.2018,1.1,16521.52777877,12.278296,0.357139,53.0201,,,13.574,,,RV,2022.0,22/09/27,16 37 09,+00 15 17,20.2727,0.93,0.89,0.221,5352.05,,Confirmed planets
WASP-87 b,0,2.18,1.385,1.682795,0.02946,,,,,81.07,,,transit,2014.0,17/12/04,12 21 17.9274,-52 50 26.9994,299.0,1.204,1.627,-0.41,6450.0,3.8,Confirmed planets
WASP-73 b,0,1.88,1.16,4.08722,0.05512,,,,,87.4,1790.0,,transit,2013.0,13/12/09,21 19 47.9065,-58 08 55.9930,319.57,1.34,2.07,0.14,6036.0,,Confirmed planets
Kepler-630 b,0,,0.284,161.4743937,,,,,,,,,transit,2016.0,16/05/10,19 33 42.4899,+39 56 32.7142,860.511,1.02,1.04,0.03,5829.0,,Confirmed planets
CI Tau b,0,12.31,,8.9891,,0.28,,,,45.7,,,RV,2016.0,17/12/01,04 33 52.0144,+22 50 30.0937,158.7,0.8,,,,0.002,Confirmed planets
K2-203 b,0,,0.1222,9.6951,,,,,,88.4,,,transit,2018.0,18/07/24,00 51 05.6974,-01 11 45.1932,803.7,0.794,0.763,-0.07,,,Confirmed planets
WASP-54 b,0,0.636,1.653,3.6936411,0.04987,0.067,,,,84.97,1759.0,,transit,2011.0,12/10/08,13 41 49.0301,-00 07 41.0337,200.0,1.15,1.4,-0.27,6100.0,,Confirmed planets
Kepler-358 c,0,,0.25972,83.488369,,,,,,,,,transit,2014.0,14/02/26,19 32 55.2567,+48 16 53.0373,1336.21,0.998,0.954,,5908.0,,Confirmed planets
Kepler-358 b,0,,0.24787,34.060467,,,,,,,,,transit,2014.0,14/02/26,19 32 55.2567,+48 16 53.0373,1336.21,0.998,0.954,,5908.0,,Confirmed planets
TOI-858 B b,0,1.1,1.255,3.2797178,0.04435,0.15,,,,86.8,1529.0,,transit,2023.0,23/10/15,04 00 48,-54 35 34,250.489,1.08,1.31,0.153,5842.0,,Confirmed planets
WASP-69 b,0,0.26,1.057,3.8681382,0.04525,,,,,86.71,963.0,,transit,2011.0,13/10/22,21 00 06.1969,-05 05 40.0370,50.0,0.826,0.813,0.15,4715.0,2.0,Confirmed planets
Kepler-915 b,0,,0.134,4.59489604,,,,,,,,,transit,2016.0,16/05/10,19 22 22.1018,+45 44 13.7408,870.322,1.21,1.38,0.08,6173.0,,Confirmed planets
Kepler-1046 b,0,,0.153,14.37508035,,,,,,,,,transit,2016.0,16/05/10,19 47 01.3857,+46 59 53.8141,558.815,1.04,1.04,0.0,5913.0,,Confirmed planets
HATS-74A b,0,1.46,1.032,1.73185606,0.02384,,,,,87.9,895.0,,transit,2021.0,21/12/06,11 24 04.00,-19 33 26.00,286.6,0.6,0.5758,0.514,3777.0,,Confirmed planets
HD 285507 b,0,0.917,,6.0881,,0.086,182.0,,,,,,RV,2013.0,18/03/23,04 07 01.2257,+15 20 06.1084,44.7,0.734,0.656,0.13,4503.0,0.625,"Confirmed planets, Planets in open clusters"
WASP-175 b,0,0.99,1.208,3.0652907,0.04403,,,,,85.33,1571.0,,transit,2019.0,19/08/27,11 05 16.5422,-34 07 21.9765,584.0,1.212,1.204,0.15,6229.0,1.745,Confirmed planets
Kepler-1069 b,0,,0.143,23.8990296,,,,,,,,,transit,2016.0,16/05/10,19 23 55.0395,+47 59 20.3973,710.227,0.99,0.98,0.04,5722.0,,Confirmed planets
KIC 9663113 b,0,,0.41,572.3847,,,,,,89.768,,,transit,2015.0,16/01/09,19 48 10.9012,+46 19 43.3285,1670.84,0.975,1.03,-0.28,6065.0,,Confirmed planets
KOI-179.01,0,,0.2935,20.74028413,,,,,,88.81,,,transit,2014.0,16/01/09,19 48 10.9012,+46 19 43.3285,1670.84,0.975,1.03,-0.28,6065.0,,Controversial
Kepler-498 b,0,,0.27,9.61375356,,,,,,,,,transit,2016.0,16/05/10,19 21 25.9566,+44 31 07.4419,964.878,0.98,0.96,-0.04,5744.0,,Confirmed planets
HD 74156 b,0,1.778,,51.6385,0.2916,0.638,175.35,,,,,,RV,2003.0,17/12/10,08 42 25.12216,+04 34 41.1473,64.4,1.238,1.345,0.131,6068.0,,Confirmed planets
HD 74156 c,0,7.77,,2460.0,3.83,0.37,267.1,,,,,,RV,2003.0,17/12/10,08 42 25.12216,+04 34 41.1473,64.4,1.238,1.345,0.131,6068.0,,Confirmed planets
HD 18143 b,0,0.03307,0.288,10.28510117,0.087639,0.224176,60.1229,,,,,,RV,2022.0,22/09/27,02 55 39,+26 52 21,22.5243,0.85,0.87,0.28,5078.0,,Confirmed planets
HD 18143 c,0,9.80228,1.11,28982.41764205,17.521435,0.194257,313.3177,,,35.98,,,RV,2022.0,22/09/27,02 55 39,+26 52 21,22.5243,0.85,0.87,0.28,5078.0,,Confirmed planets
HIP 5763 b,0,0.51,,30.014,0.17,0.054,271.0,,,,,,RV,2021.0,21/12/03,23 39 00.00,+16 29 40.00,31.93,0.73,,,,,Confirmed planets
Kepler-1818 b,0,0.0113,0.153,4.64490986,0.055,0.0,,,,88.31,1209.0,,transit,2021.0,22/09/15,18 57 19,+40 34 08,1034.59,1.02,1.13,-0.08,6047.0,,Confirmed planets
Kepler-1096 b,0,,0.111,2.89221751,,,,,,,,,transit,2016.0,16/05/10,19 38 50.2511,+45 58 10.1915,382.088,0.66,0.63,-0.1,4306.0,,Confirmed planets
WASP-104 b,0,1.272,1.137,1.7554137,0.02918,,,,,83.63,1516.0,,transit,2014.0,14/08/06,10 42 24.6020,+07 26 06.2946,143.0,1.076,0.963,0.32,5475.0,3.0,Confirmed planets
TOI-172 b,0,5.42,0.965,9.47725,0.0914,0.3806,57.1,,,88.2,1198.0,,transit,2019.0,19/03/28,21 06 32,-26 41 34,336.47,1.13,1.78,0.148,5645.0,,Confirmed planets
HD 215497 b,0,0.02,,3.93404,0.047,0.16,,,,,984.3,,RV,2009.0,10/12/06,22 46 36.7539,-56 35 58.3284,44.0,0.87,,0.23,5113.0,,Confirmed planets
HD 215497 c,0,0.33,,567.94,1.282,0.49,,,,,185.8,,RV,2009.0,10/12/06,22 46 36.7539,-56 35 58.3284,44.0,0.87,,0.23,5113.0,,Confirmed planets
K2-285 b,0,0.03046,0.231,3.471745,0.03817,0.0,,,,86.846,1089.0,,transit,2018.0,18/12/13,23 17 32.2274,+01 18 01.0729,155.65,0.83,0.79,0.0,4975.0,,Confirmed planets
K2-285 c,0,0.04933,0.315,7.138048,0.0824,0.0,,,,89.861,741.0,,transit,2018.0,18/12/13,23 17 32.2274,+01 18 01.0729,155.65,0.83,0.79,0.0,4975.0,,Confirmed planets
K2-285 d,0,0.02045,0.221,10.45582,0.1178,0.0,,,,89.643,620.0,,transit,2018.0,18/12/13,23 17 32.2274,+01 18 01.0729,155.65,0.83,0.79,0.0,4975.0,,Confirmed planets
K2-285 e,0,0.03367,0.174,14.76289,0.18041,0.0,,,,89.799,501.0,,transit,2018.0,18/12/13,23 17 32.2274,+01 18 01.0729,155.65,0.83,0.79,0.0,4975.0,,Confirmed planets
TOI-4603 b,0,12.89,1.042,7.24599,0.0888,0.325,20.4,,,80.21,1677.0,,transit,2023.0,23/10/15,05 35 28,+21 17 39,225.643,1.77,2.74,0.342,6264.0,,Confirmed planets
Kepler-996 b,0,,0.177,3.77059058,,,,,,,,,transit,2016.0,16/05/10,19 27 39.0689,+41 32 01.0161,1260.4,1.09,1.14,0.03,6014.0,,Confirmed planets
Kepler-294 c,0,,0.24696,6.6264,,,,,,,,,transit,2014.0,14/02/26,19 09 34.0855,+46 03 33.4324,1698.68,0.994,0.976,,5913.0,,Confirmed planets
Kepler-294 b,0,,0.1613,3.701212,,,,,,,,,transit,2014.0,14/02/26,19 09 34.0855,+46 03 33.4324,1698.68,0.994,0.976,,5913.0,,Confirmed planets
WASP-77 A b,2,1.76,1.21,1.3600309,0.024,,,,,89.4,,,transit,2012.0,12/11/26,02 28 37,-07 03 38,93.0,1.002,1.12,0.0,5500.0,,"Confirmed planets, Planets in binary systems, S-type"
KIC 7821010 b,0,2.6,,991.0,,,,,,,,,timing,2016.0,21/04/29,19 25 16.7626,+43 35 43.7098,360.5,,,,,,Confirmed planets
Kepler-533 b,0,,0.302,28.51120525,,,,,,,,,transit,2016.0,16/05/10,19 34 44.5768,+48 49 30.4365,305.633,0.78,0.72,0.01,4758.0,,Confirmed planets
HATS-19 b,0,0.427,1.66,4.569673,0.0589,0.3,44.0,,,86.6,,,transit,2016.0,16/07/11,09 49 37.6184,-33 46 53,780.0,1.303,1.74,0.24,5896.0,3.94,Confirmed planets
2MASS J2117-2940,0,7.0,1.38,,,,,,,,1192.0,,imaging,2022.0,22/01/23,21 17 14.31,-29 40 03.42,16.9,,,,,,Confirmed planets
K2-283 b,0,,0.314,1.921036,0.0291,,,,,,1186.0,,transit,2018.0,18/10/26,00 52 46.6598,+09 41 34.5319,408.24,0.89,0.82,0.28,5060.0,,Confirmed planets
EPIC 220674823 b,0,,0.13,0.571308,0.011,0.0,,,,80.2,,,transit,2016.0,18/07/24,00 52 19.1416,+10 47 40.9037,257.2,0.93,0.83,-0.28,5814.0,,Confirmed planets
EPIC 220674823 c,0,,0.226,13.341245,0.064,0.0,,,,87.2,,,transit,2016.0,18/07/24,00 52 19.1416,+10 47 40.9037,257.2,0.93,0.83,-0.28,5814.0,,Confirmed planets
CoRoT-24 b,0,,0.33,5.1134,0.056,0.0,,,,86.5,1070.0,,transit,2014.0,14/06/08,06 47 41.4116,-03 43 09.4837,600.0,0.91,0.86,0.3,4950.0,11.0,Confirmed planets
CoRoT-24 c,0,0.088,0.44,11.759,0.098,0.0,,,,89.0,850.0,,transit,2014.0,14/06/08,06 47 41.4116,-03 43 09.4837,600.0,0.91,0.86,0.3,4950.0,11.0,Confirmed planets
WASP-65 b,0,1.55,1.112,2.3114243,0.0334,0.0,,,,88.8,1480.0,,transit,2011.0,13/07/25,08 53 17.8286,+08 31 22.8112,310.0,0.93,1.01,-0.07,5600.0,,Confirmed planets
Kepler-1577 b,0,,0.101,6.30560247,,,,,,,,,transit,2016.0,16/05/10,19 31 49.2704,+47 34 23.1755,517.572,0.78,0.74,0.0,4862.0,,Confirmed planets
MOA-2015-BLG-337L b,0,0.10603,,,0.24,,,,,,,,microlensing,2018.0,18/11/08,18 07 48,-28 10 13,7100.0,0.01,,,,,Confirmed planets
HAT-P-58 b,0,0.372,1.332,4.0138379,0.04994,0.073,,,,85.64,1622.0,,transit,2021.0,21/08/02,04 35 23.1828,+56 52 05.5847,515.59,1.03,1.53,-0.224,6078.0,,Confirmed planets
Kepler-984 b,0,,0.189,43.0342272,,,,,,,,,transit,2016.0,16/05/10,19 47 50.1293,+46 23 38.8524,466.374,0.96,0.93,0.04,5610.0,,Confirmed planets
KIC 10001893 b,0,,,0.2197,0.005,,,,,,,,imaging,2014.0,15/01/26,19 09 33.4134,+46 59 04.1077,,0.47,0.24,,27500.0,,Controversial
KIC 10001893 c,0,,,0.3253,0.007,,,,,,,,imaging,2014.0,15/01/26,19 09 33.4134,+46 59 04.1077,,0.47,0.24,,27500.0,,Controversial
KIC 10001893 d,0,,,0.8116,0.01,,,,,,,,imaging,2014.0,15/01/26,19 09 33.4134,+46 59 04.1077,,0.47,0.24,,27500.0,,Controversial
Kepler-1992 b,0,0.00218,0.092,15.6112238,0.1169,0.0,,,,89.03,637.0,,transit,2023.0,23/10/15,19 40 22,+45 04 52,532.955,0.87,0.84,0.0,5383.0,,Confirmed planets
Kepler-1128 b,0,,0.326,61.6178167,,,,,,,,,transit,2016.0,16/05/10,19 32 15.1976,+39 24 12.3974,1116.69,0.94,0.91,0.04,5543.0,,Confirmed planets
HD 70642 b,0,2.0,,2231.0,3.3,0.1,,,,,126.1,,RV,2003.0,11/01/01,08 21 28.1371,-39 42 19.4800,28.8,1.0,0.84,0.16,5670.0,,Confirmed planets
Kepler-1296 b,0,,0.081,8.3839865,,,,,,,,,transit,2016.0,16/05/10,19 28 30.0424,+41 24 28.1326,1622.85,0.87,0.83,-0.04,5359.0,,Confirmed planets
Kepler-781 b,0,,0.258,13.2140732,,,,,,,,,transit,2016.0,16/05/10,19 10 36.8698,+47 24 53.3488,1097.33,0.81,0.78,-0.1,5162.0,,Confirmed planets
Kepler-1260 b,0,,0.158,19.1187753,,,,,,,,,transit,2016.0,16/05/10,19 42 21.9024,+42 33 18.8388,1823.49,1.06,1.08,0.01,5961.0,,Confirmed planets
TYC 4282-00605-1 b,0,10.78,,101.54,0.422,0.28,288.94,,,,,,RV,2017.0,17/06/29,22 55 29.2312,+62 14 20.8889,700.0,0.97,16.21,-0.07,4300.0,,Confirmed planets
TYC 3667-1280-1 b,0,5.4,,26.468,0.21,0.036,240.0,,,,,,RV,2016.0,16/04/11,00 51 32.9649,+58 25 34.2446,481.0,1.87,6.26,-0.08,5130.0,1.3,Confirmed planets
K2-355 b,0,0.0179,0.201,5.7385647,0.0632,,,,,,1066.0,,transit,2021.0,21/10/03,08 18 34,+13 30 10,500.497,0.96,0.92,-0.12,5790.0,,Confirmed planets
TOI-2641 b,0,0.386,1.615,4.880974,0.0607,0.18,,,,83.75,1387.0,,transit,2023.0,23/10/15,11 24 31,-42 43 56,344.045,1.16,1.34,-0.15,6100.0,,Confirmed planets
TrES-5 b,0,1.778,1.209,1.4822446,0.02446,,,,,84.529,,,transit,2011.0,11/09/05,20 20 53.2483,+59 26 55.5744,360.0,0.88,0.85,0.2,5171.0,7.38,Confirmed planets
HD 97048 b,0,2.5,,,130.0,,,,,40.0,,,disk kinematics,2019.0,19/10/24,11 08 03.3105,-77 39 17.4911,185.0,2.4,2.25,,10000.0,,Confirmed planets
KIC 3558849 b,0,,0.616,1322.3,,,,,,89.973,,,transit,2015.0,16/01/09,19 39 47.9634,+38 36 18.6271,1258.81,0.98,1.005,-0.42,6175.0,,Confirmed planets
